"","meanDiff","tstat","pval","qval","bonf","meanControl","nearestGene","nearestRefseq","nearestGeneDist","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits"
"cg00586367",-0.00962633016194123,-5.8780691138812,1.39163122046981e-08,5.42989524231053e-06,0.00635297743350332,0.0785699397916928,"UBE2W","NM_001001481",0,"UBE2W","NM_001001481","inside intron","inside",708,"inside intron",605,1,6,"inside transcription region","-",92690,84807,"55284",36579
"cg21379008",-0.0174120962793235,-5.87757785749764,1.39524124388118e-08,5.43933190408139e-06,0.00636945765967931,0.0591518634525077,"AQP10","NM_080429",0,"AQP10","NM_080429","inside exon","inside",3963,"inside exon",0,6,6,"3'UTR","+",4209,3324,"89872",57343
"cg26547236",-0.0170538427552745,-5.8773400252102,1.39699225416099e-08,5.44151130481056e-06,0.00637745124923797,0.0952918304052736,"SEC14L1","NM_001039573",0,"SEC14L1","NM_001039573","inside intron","inside",51091,"inside intron",2401,3,18,"5' UTR","+",127946,70426,"6397",43232
"cg21376738",-0.00865520914782564,-5.87681958468069,1.40083142891174e-08,5.45181379460175e-06,0.00639497758106785,0.0875243395880082,"TATDN2","NM_014760",267,"TATDN2","NM_014760","promoter","promoter",267,NA,NA,NA,8,NA,"+",31434,29824,"9797",61027
"cg03885022",-0.00939247477514386,-5.87551151945478,1.41052633152965e-08,5.48486888573762e-06,0.00643923607185597,0.061239014590213,"RBM48","NM_032120",0,"RBM48","NM_032120","inside intron","inside",206,"inside intron",-54,1,4,"inside transcription region","+",9232,6270,"84060",53871
"cg09368129",-0.0163171539179314,-5.8744628970857,1.41834567549371e-08,5.50454100129392e-06,0.00647493239356662,0.0740145112632069,"HARS2","NM_001278731",0,"HARS2","NM_001278731","inside intron","inside",329,"inside intron",-5,1,8,"inside transcription region","+",7872,6903,"23438",16615
"cg05200606",-0.0167405322479351,-5.87421984806277,1.42016407778589e-08,5.50454100129392e-06,0.00648323363642269,0.104564533157549,"CCND1","NM_053056",0,"CCND1","NM_053056","inside exon","inside",1946,"inside exon",0,2,5,"inside transcription region","+",13369,9968,"595",41766
"cg15146966",-0.0108663082819234,-5.87420931181172,1.42024295760768e-08,5.50454100129392e-06,0.00648359373306354,0.0514725688475669,"XBP1","NM_001079539",-355,"XBP1","NM_001079539","promoter","promoter",355,NA,NA,NA,5,NA,"-",6012,4978,"7494",48493
"cg20259534",-0.0118500443963593,-5.87402389097395,1.42163181491288e-08,5.50454100129392e-06,0.00648993404721324,0.0601492269858232,"BUB1B","NM_001211",174,"BUB1B","NM_001211","promoter","promoter",174,NA,NA,NA,23,NA,"+",60127,59538,"701",46652
"cg06774441",-0.00947030101867895,-5.87390868937373,1.42249537778052e-08,5.50454100129392e-06,0.00649387632396718,0.0893893999335791,"OSGIN2","NM_001126111",0,"OSGIN2","NM_001126111","inside intron","inside",314,"inside intron",-10,1,6,"inside transcription region","+",25333,22738,"734",48005
"cg02139671",-0.00565180902484333,-5.87386539822177,1.42282002517493e-08,5.50454100129392e-06,0.00649535838152682,0.0916459709853827,"DENR","NM_003677",197,"DENR","NM_003677","promoter","promoter",197,NA,NA,NA,8,NA,"+",18582,15376,"8562",55993
"cg01534608",-0.0138627842897761,-5.87337732680194,1.42648516706583e-08,5.51404761280884e-06,0.00651209023072723,0.0777736574529347,"FAT1","NM_005245",0,"FAT1","NM_005245","inside intron","inside",1486,"inside intron",1143,1,2,"5' UTR","-",20133,3263,"2195",13611
"cg22882460",0.0220228254488344,5.87278838208115,1.43092009919258e-08,5.52340389765338e-06,0.00653233627242704,0.889051911682894,"RPTOR","NM_001163034",0,"RPTOR","NM_001163034","inside intron","inside",136023,"inside intron",26992,4,30,"inside transcription region","+",421548,418700,"57521",40221
"cg24916177",-0.0138703884866535,-5.87273464009838,1.43132546300411e-08,5.52340389765338e-06,0.00653418681092395,0.129778589574345,"RGCC","NM_014059",0,"RGCC","NM_014059","inside exon","inside",219,"inside exon",0,1,5,"5' UTR","+",13471,12777,"28984",22174
"cg17992161",0.00653288751282736,5.87232567380333,1.43441388417343e-08,5.53064683704111e-06,0.00654828585505667,0.0893367353547727,"SLC22A18AS","NM_001302862",0,"SLC22A18AS","NM_001302862","inside intron","inside",1650,"inside intron",288,2,4,"5' UTR","-",15848,11521,"5003",30950
"cg12259593",-0.021256669047283,-5.87211951290728,1.43597323331104e-08,5.53198690851073e-06,0.00655540448658521,0.0957931645339881,"APOM","NM_001256169",0,"APOM","NM_001256169","inside intron","inside",407,"inside intron",-265,1,6,"5' UTR","+",5800,1515,"55937",38218
"cg14430007",-0.0101264908612046,-5.87059925768913,1.44752333446128e-08,5.5679701536914e-06,0.00660813219984921,0.0562400990501592,"SPATA7","NM_001040428",0,"SPATA7","NM_001040428","inside exon","inside",253,"inside exon",0,1,11,"5' UTR","+",53062,52603,"55812",37902
"cg27142059",-0.0202520279677954,-5.87056915118952,1.44775298237546e-08,5.5679701536914e-06,0.00660918057243169,0.206998394197711,"TRIM15","NM_033229",0,"TRIM15","NM_033229","inside exon","inside",9013,"inside exon",0,7,7,"inside transcription region","+",9490,8664,"89870",57335
"cg07071449",0.0286163815112857,5.86985074363189,1.45324346480372e-08,5.58438159804663e-06,0.0066342453384794,0.926179764797847,"RAMP1","NM_005855",0,"RAMP1","NM_005855","inside intron","inside",9619,"inside intron",8059,2,3,"inside transcription region","+",52568,52106,"10267",1739
"cg18159324",-0.015278847208779,-5.86801708751842,1.46734975265744e-08,5.63384556463337e-06,0.00669864237634907,0.0858547820562723,"ATG101","NM_001098673",390,"ATG101","NM_001098673","promoter","promoter",390,NA,NA,NA,4,NA,"+",7521,3539,"60673",42253
"cg09730361",-0.0141679536683401,-5.86764203158633,1.47025149570534e-08,5.64024303410866e-06,0.0067118892105893,0.0938552473151645,"MLLT3","NM_001286691",-85,"MLLT3","NM_001286691","promoter","promoter",85,NA,NA,NA,11,NA,"-",277546,275814,"4300",28803
"cg09063977",-0.0084809076235754,-5.86714592648452,1.47409839315939e-08,5.65025255882763e-06,0.00672945079756371,0.0545981538427647,"SLC2A11","NM_001024938",0,"SLC2A11","NM_001024938","inside exon","inside",164,"inside exon",0,1,12,"inside transcription region","+",27684,26849,"66035",45471
"cg20717845",-0.00788531866596147,-5.86675298635749,1.47715230957646e-08,5.65720832467851e-06,0.00674339232301678,0.0782940735735488,"CAPNS1","NM_001003962",316,"CAPNS1","NM_001003962","promoter","promoter",316,NA,NA,NA,10,NA,"+",10333,8813,"826",53052
"cg00733682",-0.0116605610066763,-5.86594638647332,1.48344056345782e-08,5.67246893993978e-06,0.00677209901945818,0.0740971239643437,"ZNF44","NM_001164276",0,"ZNF44","NM_001164276","inside exon","inside",146,"inside exon",0,1,3,"5' UTR","-",4148,3539,"51710",33167
"cg07684150",-0.0132185203651349,-5.86592314588649,1.48362213437254e-08,5.67246893993978e-06,0.0067729279142881,0.0801824661457711,"DCAF6","NM_001017977",0,"DCAF6","NM_001017977","inside intron","inside",954,"inside intron",-504,1,21,"inside transcription region","+",139286,138523,"55827",37941
"cg03358216",-0.0248943298634754,-5.86503812604109,1.49055268516531e-08,5.68914324411899e-06,0.0068045667796287,0.116389337757011,"TMEM2","NM_001135820",-198,"TMEM2","NM_001135820","promoter","promoter",198,NA,NA,NA,23,NA,"-",85518,65176,"23670",17223
"cg19235026",-0.00852490758080703,-5.86498588918898,1.49096273713864e-08,5.68914324411899e-06,0.00680643872019371,0.0668796617589243,"UTS2B","NM_198152",0,"UTS2B","NM_198152","inside intron","inside",513,"inside intron",390,1,9,"5' UTR","-",63381,13773,"257313",18132
"cg22501393",-0.0199305008614445,-5.86488921403578,1.4917219144275e-08,5.68914324411899e-06,0.00680990446321043,0.125252067796013,"ALKBH6","NM_001297701",-170,"ALKBH6","NM_001297701","promoter","promoter",170,NA,NA,NA,7,NA,"-",5119,4943,"84964",55471
"cg10392504",-0.00768670908843088,-5.8644117539473,1.4954768904183e-08,5.69585207845148e-06,0.00682704641675529,0.0634272085123048,"TNRC18","NM_001013722",0,"TNRC18","NM_001013722","inside intron","inside",451,"inside intron",327,1,3,"5' UTR","-",35942,4203,"84629",54818
"cg20540378",-0.00675340938963403,-5.86434833045378,1.49597637790453e-08,5.69585207845148e-06,0.00682932664206333,0.0754918127627981,"SLC26A2","NM_000112",163,"SLC26A2","NM_000112","promoter","promoter",163,NA,NA,NA,3,NA,"+",26663,4160,"1836",11938
"cg07950158",-0.0119282536102808,-5.8641596425638,1.49746334115553e-08,5.69676235217444e-06,0.00683611482260933,0.0770038950691567,"ERCC2","NM_000400",-187,"ERCC2","NM_000400","promoter","promoter",187,NA,NA,NA,23,NA,"-",19196,18911,"2068",13195
"cg13136677",-0.025465136039245,-5.86384181532448,1.49997125944906e-08,5.69853973638813e-06,0.00684756379564869,0.0776420411686141,"RBM12","NM_001198838",-276,"RBM12","NM_001198838","promoter","promoter",276,NA,NA,NA,3,NA,"-",16031,2798,"10137",1302
"cg24722619",-0.015883359457018,-5.86378410277355,1.5004270991491e-08,5.69853973638813e-06,0.00684964476313853,0.084952776632821,"DPY19L2P2","NM_182634",-391,"DPY19L2P2","NM_182634","promoter","promoter",391,NA,NA,NA,4,NA,"-",7374,4548,"349152",25231
"cg16403307",-0.0216517386424345,-5.86361292038592,1.50177997126165e-08,5.69893665852509e-06,0.00685582080020568,0.104287687127196,"PFKFB3","NM_001145443",0,"PFKFB3","NM_001145443","inside intron","inside",55731,"inside intron",11575,2,15,"inside transcription region","+",89228,86563,"5209",33381
"cg19264123",-0.0112211285597582,-5.86316249970969,1.50534539090479e-08,5.70772209666211e-06,0.00687209740438118,0.0749398458657093,"MOCOS","NM_017947",254,"MOCOS","NM_017947","promoter","promoter",254,NA,NA,NA,15,NA,"+",81205,81145,"55034",35757
"cg21721432",-0.0275150369455813,-5.86228329530703,1.51232880998948e-08,5.72944200858695e-06,0.00690397762034727,0.13487321714821,"TMEM194A","NM_001130963",-210,"TMEM194A","NM_001130963","promoter","promoter",210,NA,NA,NA,8,NA,"-",23148,18866,"23306",16178
"cg04539241",-0.0107770372230574,-5.86145645660534,1.51892518078969e-08,5.74966078820767e-06,0.00693409091057844,0.0867453625146985,"TEX2","NM_001288732",971,"TEX2","NM_001288732","downstream","downstream",84292,NA,NA,NA,12,NA,"-",83321,65248,"55852",38005
"cg07236146",-0.0144994939738849,-5.86113986315063,1.52145834470186e-08,5.75447815505286e-06,0.0069456551331488,0.109037743852801,"EXOC6","NM_001013848",0,"EXOC6","NM_001013848","inside intron","inside",13469,"inside intron",-13357,1,22,"inside transcription region","+",224781,223616,"54536",34604
"cg08348962",-0.0312987570899204,-5.86047466862119,1.52679423515773e-08,5.76987927710728e-06,0.00697001416674559,0.211741449303043,"ILDR2","NM_199351",0,"ILDR2","NM_199351","inside intron","inside",168,"inside intron",66,1,10,"inside transcription region","-",62120,55913,"387597",26582
"cg11502736",-0.0106983433688491,-5.85910676479885,1.5378244847607e-08,5.80675656750672e-06,0.00702036869011562,0.064938072945022,"CEP350","NM_014810",63,"CEP350","NM_014810","promoter","promoter",63,NA,NA,NA,5,NA,"+",42402,42070,"9857",61242
"cg15057717",-0.0177327527754662,-5.8589062049968,1.53944825475734e-08,5.80808381094247e-06,0.00702778141124039,0.0884289544861006,"ZNF845","NM_138374",0,"ZNF845","NM_138374","inside intron","inside",178,"inside intron",-134,1,5,"5' UTR","+",21120,12280,"91664",58419
"cg23249942",-0.0146976238011449,-5.85866843169311,1.5413754833457e-08,5.81055281609081e-06,0.00703657946028596,0.0884294248899636,"MAN2A1","NM_002372",0,"MAN2A1","NM_002372","inside intron","inside",1881,"inside intron",-783,1,22,"inside transcription region","+",178273,176580,"4124",28133
"cg22340210",-0.00768074272108373,-5.85787020630799,1.54786261695692e-08,5.83019312586514e-06,0.00706619406854855,0.0656272160475925,"POLM","NM_001284330",-95,"POLM","NM_001284330","promoter","promoter",95,NA,NA,NA,11,NA,"-",10282,9147,"27434",20735
"cg11072498",-0.0180270446539734,-5.85768016415945,1.54941100741373e-08,5.8312140744226e-06,0.00707326267227462,0.0750811949891186,"RMND5A","NM_022780",0,"RMND5A","NM_022780","inside intron","inside",88195,"inside intron",-67416,2,11,"5' UTR","+",1091354,19165,"64795",44416
"cg15000856",0.00788273751378713,5.85720881021997,1.55325795506462e-08,5.83394225844486e-06,0.00709082448840417,0.0727265178234065,"SOGA3","NM_001012279",0,"SOGA3","NM_001012279","inside intron","inside",2441,"inside intron",-211,2,12,"5' UTR","-",80949,43333,"387104",26539
"cg14414819",-0.00800341090220882,-5.85718013163798,1.55349231588303e-08,5.83394225844486e-06,0.00709189437600708,0.0615768636179665,"TMEM217","NM_001162900",0,"TBC1D22B","NM_017772","inside exon","inside",96,"inside exon",0,1,13,"5' UTR","+",75198,73254,"55633",37243
"cg25827112",-0.00829140372676534,-5.8571217251251,1.55396971965069e-08,5.83394225844486e-06,0.00709407378626894,0.0655358591470889,"TESK2","NM_007170",0,"TESK2","NM_007170","inside exon","inside",67,"inside exon",0,1,4,"5' UTR","-",92696,58811,"10420",2206
"cg27425263",-0.0132504046409909,-5.85680359020325,1.55657261291275e-08,5.83891235200195e-06,0.00710595633238638,0.108636432182748,"CHSY1","NM_014918",0,"CHSY1","NM_014918","inside exon","inside",33,"inside exon",0,1,3,"5' UTR","-",76209,74068,"22856",14626
"cg08702007",0.00554290880176014,5.85656598622737,1.55851940313245e-08,5.84077733817349e-06,0.00711484368282204,0.0608037506025454,"PAN3-AS1","NR_029383",0,"PAN3-AS1","NR_029383","inside exon","inside",774,"inside exon",0,2,2,"3'UTR","-",2331,344,"100288730",499
"cg08585315",-0.0127558707803885,-5.85643073238272,1.5596286579426e-08,5.84077733817349e-06,0.00711990757523349,0.0723351517992338,"FANCF","NM_022725",-23,"FANCF","NM_022725","promoter","promoter",23,NA,NA,NA,1,NA,"-",3308,1124,"2188",13553
"cg26878816",-0.0107472609116036,-5.85617930510906,1.56169273448506e-08,5.84371340408179e-06,0.00712933035297978,0.0752355407291431,"SFMBT2","NM_001018039",0,"SFMBT2","NM_001018039","inside intron","inside",850,"inside intron",708,1,5,"5' UTR","-",127304,96068,"57713",40760
"cg20431766",0.0169981031032401,5.85536848732005,1.56836729675826e-08,5.86388255319412e-06,0.00715980059745002,0.184935479118466,"MYCN","NM_001293228",0,"MYCN","NM_001293228","inside intron","inside",985,"inside intron",-54,1,2,"inside transcription region","+",5083,4032,"4613",29688
"cg14299177",-0.0210062494206842,-5.85489249007623,1.57229863290514e-08,5.87377058758938e-06,0.00717774765803423,0.075270244056442,"MTFR1","NM_001145838",0,"MTFR1","NM_001145838","inside intron","inside",659,"inside intron",-527,1,8,"5' UTR","+",65910,39091,"9650",60473
"cg07907917",-0.0127899348843859,-5.85378308430196,1.58149881011773e-08,5.90330961817887e-06,0.00721974766303276,0.0853251376229642,"SERTAD3","NM_013368",0,"SERTAD3","NM_013368","inside intron","inside",1091,"inside intron",930,1,2,"5' UTR","-",3534,590,"29946",22875
"cg00683961",-0.0208060549842918,-5.85299778977027,1.58804295052089e-08,5.92289421136554e-06,0.00724962251471142,0.092911604287955,"SORT1","NM_001205228",-223,"SORT1","NM_001205228","promoter","promoter",223,NA,NA,NA,20,NA,"-",88375,83849,"6272",42712
"cg23959009",-0.0132161575626451,-5.85210848990569,1.59548576226268e-08,5.94225230141926e-06,0.00728359991787823,0.0786506486802795,"ENOPH1","NM_001292017",0,"ENOPH1","NM_001292017","inside intron","inside",732,"inside intron",-391,1,6,"inside transcription region","+",30518,29290,"58478",41192
"cg01709265",-0.0169438718778611,-5.85191378898987,1.59711981469891e-08,5.94225230141926e-06,0.00729105957967642,0.113326086357782,"TMEM92","NM_001168215",0,"TMEM92","NM_001168215","inside intron","inside",1701,"inside intron",1368,2,6,"5' UTR","+",10079,4806,"162461",10689
"cg20632573",-0.0246515973640951,-5.85181096752136,1.59798341691353e-08,5.94225230141926e-06,0.00729500203605447,0.120327008260346,"SLC6A5","NM_004211",0,"SLC6A5","NM_004211","inside intron","inside",395,"inside intron",-119,1,15,"5' UTR","+",55664,47835,"9152",58321
"cg12694820",-0.0101238389429896,-5.85175664304578,1.5984398749089e-08,5.94225230141926e-06,0.00729708582614285,0.109776496160623,"NFYA","NM_002505",0,"NFYA","NM_002505","inside exon","inside",228,"inside exon",0,1,9,"5' UTR","+",29185,18320,"4800",30356
"cg02513764",-0.0148836037615383,-5.85135050343335,1.6018564773828e-08,5.94752336388144e-06,0.00731268306059452,0.102609100646577,"AMFR","NM_001144",0,"AMFR","NM_001144","inside exon","inside",424,"inside exon",0,1,14,"inside transcription region","-",64086,62418,"267",19819
"cg10081998",-0.0129810727817024,-5.85127844576555,1.60246339919656e-08,5.94752336388144e-06,0.00731545373757417,0.0582406034108589,"PFDN6","NM_001185181",0,"PFDN6","NM_001185181","inside intron","inside",344,"inside intron",-58,1,4,"inside transcription region","+",1299,988,"10471",2354
"cg03764381",-0.00936674253521644,-5.85063672351974,1.60787837043678e-08,5.9627731805297e-06,0.00734017378523207,0.0841830600534896,"GRIN2A","NM_000833",0,"GRIN2A","NM_000833","inside intron","inside",853,"inside intron",323,1,2,"5' UTR","-",2915,497,"2903",22245
"cg04347293",-0.0117683603155387,-5.84955466415547,1.61704951373158e-08,5.99191659628365e-06,0.00738204124662145,0.0737173202725573,"PSMB9","NM_002800",-34722,"PSMB9","NM_002800","downstream","downstream",40412,NA,NA,NA,6,NA,"+",5690,5302,"5698",39254
"cg01481441",-0.0149213132559093,-5.8490108189787,1.62167823321047e-08,6.00419460890196e-06,0.00740317195277611,0.080571028980359,"MLEC","NM_001303627",0,"MLEC","NM_001303627","inside exon","inside",188,"inside exon",0,1,5,"inside transcription region","+",14718,9248,"9761",60909
"cg02426410",-0.0200024858049932,-5.84846425865645,1.62634310655358e-08,6.00950025726236e-06,0.00742446770602093,0.0685443960338917,"AASDH","NM_001286668",0,"AASDH","NM_001286668","inside exon","inside",35,"inside exon",0,1,3,"5' UTR","-",5713,1876,"132949",7572
"cg14021073",-0.00987344644420039,-5.84838074705413,1.62705702917486e-08,6.00950025726236e-06,0.00742772685559704,0.0933927636682554,"BRSK2","NM_001256627",744,"BRSK2","NM_001256627","promoter","promoter",744,NA,NA,NA,20,NA,"+",67150,66755,"9024",57578
"cg22975147",-0.0139526603065547,-5.8483803509355,1.62706041623706e-08,6.00950025726236e-06,0.00742774231797628,0.0732863944822007,"ALOXE3","NM_001165960",0,"ALOXE3","NM_001165960","inside intron","inside",331,"inside intron",110,1,16,"inside transcription region","-",23016,22151,"59344",41713
"cg12372477",-0.00759534642714269,-5.84742848568888,1.63521939443662e-08,6.03475271958321e-06,0.00746498911412443,0.0550077584950764,"GNAS","NM_000516",0,"GNAS","NM_000516","inside intron","inside",1735,"inside intron",-1506,1,13,"5' UTR","+",22070,15179,"2778",20830
"cg11557658",-0.0165029787010401,-5.84715398758424,1.63757969240176e-08,6.03858172954284e-06,0.00747576418117404,0.0810553089062709,"DDIT3","NM_001195053",0,"DDIT3","NM_001195053","inside intron","inside",267,"inside intron",167,1,4,"5' UTR","-",3929,666,"1649",10959
