"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits","corrToExprs","corrToExprsTstat","corrToExprsPvalue","corrToExprsPvalueBonf"
"chr1",145470946,145470946,0.203672057896154,0.203672057896154,11592,27411,27411,1,9,0,0,0.209090909090909,0.022,"ANKRD34A","NM_001039888","inside intron","inside",438,"inside intron",-39,1,4,"5' UTR","+",5139,1490,"284615",21548,0.0023276701236713,0.0365823066157566,0.970847479950767,1
"chr16",77245845,77245845,-0.203559732059131,0.203559732059131,75716,371188,371188,1,9,0,0,0.209090909090909,0.022,"SYCE1L","NM_001129979","inside intron","inside",12496,"inside intron",181,8,11,"inside transcription region","+",13627,13479,"100130958",206,-0.242621289867586,-3.9305329590929,0.000109992009497833,0.71351816561244
"chr22",51039805,51039805,-0.20354505389959,0.20354505389959,124073,456429,456429,1,8,0,0,0.209090909090909,0.022,"MAPK8IP2","NM_012324","inside intron","inside",674,"inside intron",412,2,13,"inside transcription region","+",10848,9959,"23542",16879,0.0428134071891636,0.673483036760981,0.501267194785834,1
"chr16",88820993,88820993,-0.203518659837759,0.203518659837759,77394,375101,375101,1,7,0,0,0.209090909090909,0.022,"PIEZO1","NM_001142864","inside intron","inside",30379,"inside intron",-5105,2,51,"inside transcription region","-",69626,69359,"9780",60970,-0.208844667406555,-3.35626108818983,0.000914048000055443,1
"chr19",7601318,7601318,0.203172012678298,0.203172012678298,92620,414709,414709,1,25,0,0,0.209090909090909,0.022,"PNPLA6","NM_001166111","inside intron","inside",729,"inside intron",16,3,32,"inside transcription region","+",26064,25773,"10908",3625,-0.215033764289126,-3.46047306025638,0.000634721178406191,1
"chr1",167523769,167523769,0.20300502577931,0.20300502577931,13968,33468,33468,1,12,0,0,0.218181818181818,0.023,"CREG1","NM_003851","promoter","promoter",713,NA,NA,NA,4,NA,"-",12805,11443,"8804",56702,0.601582596633859,11.8358627320907,6.41547936243894e-26,4.16172146241414e-22
"chr11",69682593,69682593,0.202911497589526,0.202911497589526,36183,280348,280348,1,7,0,0,0.218181818181818,0.023,"FGF3","NM_005247","upstream","upstream",48401,NA,NA,NA,3,NA,"-",9456,8628,"2248",14323,-0.549479042927724,-10.3359228124396,4.68041331045719e-21,3.03618411449358e-17
"chr7",66387240,66387240,0.202853582371763,0.202853582371763,172084,194105,194105,1,8,0,0,0.218181818181818,0.023,"TMEM248","NM_017994","inside intron","inside",1037,"inside intron",-791,1,7,"5' UTR","+",37335,13656,"55069",35849,-0.255572386394297,-4.15461026448848,4.48749007080268e-05,0.29110348089297
"chr3",183144880,183144880,0.202807436112661,0.202807436112661,134269,100024,100024,1,15,0,0,0.218181818181818,0.023,"MCF2L2","NM_015078","inside intron","inside",975,"inside intron",809,1,18,"inside transcription region","-",200038,199701,"23101",15413,-0.347176267700164,-5.81819573726584,1.82847447450417e-08,0.000118613139161085
"chr19",12596128,12596128,0.202741573094437,0.202741573094437,93451,417166,417166,1,14,0,0,0.218181818181818,0.023,"ZNF709","NM_001145647","inside intron","inside",66228,"inside intron",-18463,2,4,"inside transcription region","-",90358,87336,"163051",10776,0.0405764081426412,0.638233935810837,0.523910311613434,1
"chr2",182520919,182520919,-0.202732981184427,0.202732981184427,110717,68879,68879,1,10,0,0,0.218181818181818,0.023,"CERKL","NM_001030311","inside intron","inside",915,"inside intron",576,1,8,"inside transcription region","-",109285,108465,"375298",26108,-0.0921574052828487,-1.45455725255302,0.147056335340258,1
"chr1",84466098,84466098,0.202246291205984,0.202246291205984,9382,22261,22261,1,9,0,0,0.218181818181818,0.023,"TTLL7","NM_024686","promoter","promoter",1265,NA,NA,NA,21,NA,"-",129776,82249,"79739",50640,0.353726968800217,5.94351128971367,9.40914500799047e-09,6.10371236668342e-05
"chr10",21464258,21464258,0.201917901946007,0.201917901946007,21318,243693,243693,1,12,0,0,0.218181818181818,0.023,"NEBL-AS1","NR_046283","close to 3'","close to 3'",1339,NA,NA,NA,2,NA,"+",933,308,"100128511",98,NA,NA,NA,NA
"chr9",139334807,139334807,0.201836028009789,0.201836028009789,193416,238516,238516,1,9,0,0,0.218181818181818,0.023,"SEC16A","NM_001276418","inside exon","inside",43404,"inside exon",0,29,29,"3'UTR","-",43663,35860,"9919",61520,0.487599154225033,8.77735249731466,2.77322492687265e-16,1.79899101006229e-12
"chr6",31707019,31707019,-0.201779363509203,0.201779363509203,158317,158290,158290,1,38,0,0,0.218181818181818,0.023,"MSH5-SAPCD1","NR_037846","promoter","promoter",706,NA,NA,NA,25,NA,"+",23220,22064,"100532732",886,NA,NA,NA,NA
"chr8",107670759,107670759,-0.201672440576037,0.201672440576037,185368,223781,223781,1,8,0,0,0.218181818181818,0.023,"OXR1","NM_001198532","inside intron","inside",640,"inside intron",-445,1,7,"5' UTR","+",49254,27890,"55074",35870,0.578038579179869,11.1329464545221,1.29569732286267e-23,8.40518853341017e-20
"chr11",47199457,47199457,0.201671417366534,0.201671417366534,33583,273168,273168,1,13,0,0,0.218181818181818,0.023,"PACSIN3","NM_001184974","inside exon","inside",8553,"inside exon",0,11,11,"3'UTR","-",8937,4796,"29763",22632,0.224020745243811,3.61257830603817,0.000366945421611562,1
"chr6",10390039,10390039,-0.201647881093271,0.201647881093271,156032,148317,148317,1,9,0,0,0.218181818181818,0.023,"TFAP2A","NM_001032280","downstream","downstream",22568,NA,NA,NA,7,NA,"-",15691,13179,"7020",46684,-0.777829021465555,-19.4510907474861,8.31254367376842e-52,5.39234708117357e-48
"chr7",75188876,75188876,0.201492025503678,0.201492025503678,172631,195208,195208,1,7,0,0,0.218181818181818,0.023,"HIP1","NM_001243198","inside intron","inside",179407,"inside intron",159,14,29,"inside transcription region","-",205664,200745,"3092",23335,0.245729249164372,3.98409665548823,8.90889412636735e-05,0.57791996197745
"chr3",133970158,133970158,0.201366563689295,0.201366563689295,131919,95127,95127,1,7,0,0,0.218181818181818,0.023,"RYK","NM_001005861","promoter","promoter",572,NA,NA,NA,16,NA,"-",93608,92491,"6259",42682,-0.12509296201677,-1.9815552854706,0.0486333197910472,1
"chr3",120004483,120004483,-0.201277956414705,0.201277956414705,130640,92382,92382,1,10,0,0,0.218181818181818,0.023,"LRRC58","NM_001099678","downstream","downstream",63703,NA,NA,NA,4,NA,"-",24610,18043,"116064",5589,-0.461841896411851,-8.18345427197884,1.44901827778536e-14,9.39978156799364e-11
"chr2",7006627,7006627,-0.201227874565883,0.201227874565883,100295,47046,47046,1,11,0,0,0.218181818181818,0.023,"CMPK2","NM_001256477","promoter","promoter",677,NA,NA,NA,4,NA,"-",25266,25126,"129607",7191,-0.506074780930171,-9.22166419992531,1.31337695408902e-17,8.51987630117548e-14
"chr11",46318527,46318527,-0.201117872119274,0.201117872119274,33452,272876,272876,1,7,0,0,0.218181818181818,0.023,"CREB3L1","NM_052854","inside intron","inside",19299,"inside intron",2958,2,12,"inside transcription region","+",43744,42784,"90993",58026,-0.478173286068668,-8.55673254780551,1.22616441088553e-15,7.95412853341442e-12
"chr12",122261828,122261828,0.201076006684129,0.201076006684129,49274,309959,309959,1,8,0,0,0.218181818181818,0.023,"SETD1B","NM_015048","inside intron","inside",19190,"inside intron",-172,12,17,"inside transcription region","+",27924,25501,"23067",15321,-0.314990136865074,-5.21597824925918,3.85927625247807e-07,0.00250351250498253
"chr17",76357232,76357232,-0.201024994722748,0.201024994722748,86744,399011,399011,1,15,0,0,0.218181818181818,0.023,"SOCS3","NM_003955","promoter","promoter",1074,NA,NA,NA,2,NA,"-",3299,677,"9021",57569,-0.599212661558719,-11.7630339894216,1.11668043733242e-25,7.2439059969754e-22
"chr1",39873697,39873697,-0.201021116724452,0.201021116724452,6481,15742,15742,1,16,0,0,0.218181818181818,0.023,"MACF1","NM_012090","inside intron","inside",76841,"inside intron",14348,23,34,"inside transcription region","+",104577,104492,"23499",16735,0.673586481163954,14.3229900673585,2.58536628971704e-34,1.67712711213944e-30
"chr2",175870871,175870871,-0.201012690569324,0.201012690569324,110366,67912,67912,1,14,0,0,0.218181818181818,0.023,"CHN1","NM_001025201","promoter","promoter",764,NA,NA,NA,12,NA,"-",206065,24354,"1123",4596,0.150638571724562,2.39479826261147,0.0173724221530767,1
"chr17",4486136,4486136,-0.200972568972834,0.200972568972834,78849,379050,379050,1,12,0,0,0.218181818181818,0.023,"SMTNL2","NM_001114974","promoter","promoter",1140,NA,NA,NA,8,NA,"+",24338,15093,"342527",24857,0.132023776309817,2.09323958370073,0.0373438891668713,1
"chr3",122399230,122399230,0.200923740923535,0.200923740923535,130785,92736,92736,1,11,0,0,0.218181818181818,0.023,"PARP14","NM_017554","promoter","promoter",442,NA,NA,NA,17,NA,"+",50015,47713,"54625",34749,0.279794347610278,4.58024866350927,7.35678511476407e-06,0.0477234650394745
"chr2",113521451,113521451,-0.20091878377536,0.20091878377536,107075,61425,61425,1,11,0,0,0.218181818181818,0.023,"CKAP2L","NM_001304361","inside intron","inside",803,"inside intron",687,1,4,"5' UTR","-",12410,4608,"150468",9524,-0.0579174397111612,-0.911774541095039,0.362772839745872,1
"chr16",57832760,57832760,0.200872281716489,0.200872281716489,74287,367871,367871,1,7,0,0,0.218181818181818,0.023,"KIFC3","NM_001130099","inside intron","inside",63973,"inside intron",-565,2,10,"inside transcription region","-",101408,101406,"3801",26365,-0.301885417679687,-4.97669328425361,1.21066832667698e-06,0.00785360543515356
"chr19",46417255,46417255,-0.200618258916497,0.200618258916497,97133,427418,427418,1,7,0,0,0.218181818181818,0.023,"NANOS2","NM_001029861","inside exon","inside",781,"inside exon",0,1,1,"3'UTR","-",1563,416,"339345",24573,-0.145116922622187,-2.30509198279198,0.0219876962236826,1
"chr8",86018936,86018936,0.200481698713415,0.200481698713415,184202,221406,221406,1,15,0,0,0.218181818181818,0.023,"LRRCC1","NM_001077501","promoter","promoter",387,NA,NA,NA,13,NA,"+",31155,25174,"85444",55872,-0.372300701941943,-6.30437252155664,1.31498649709405e-09,8.5303174066491e-06
"chr5",131747058,131747058,0.200426600402723,0.200426600402723,150722,136088,136088,1,10,0,0,0.218181818181818,0.023,"C5orf56","NM_001013717","inside intron","inside",593,"inside intron",-324,1,4,"5' UTR","+",76084,66660,"441108",29236,NA,NA,NA,NA
"chr19",18303124,18303124,0.200424969257334,0.200424969257334,94467,420022,420022,1,15,0,0,0.218181818181818,0.023,"MPV17L2","NM_032683","promoter","promoter",916,NA,NA,NA,5,NA,"+",3510,2773,"84769",55093,-0.266275202424714,-4.3415874234493,2.06213364369755e-05,0.13377060946666
"chr2",120769933,120769933,0.200418437801684,0.200418437801684,107457,62271,62271,1,8,0,0,0.218181818181818,0.023,"EPB41L5","NM_001184937","promoter","promoter",671,NA,NA,NA,17,NA,"+",93888,85155,"57669",40617,-0.182672190207883,-2.92005197780099,0.00382188447121252,1
"chr19",35741001,35741001,0.200295374986777,0.200295374986777,95397,422574,422574,1,12,0,0,0.218181818181818,0.023,"LSR","NM_001260489","inside intron","inside",1219,"inside intron",226,2,9,"inside transcription region","+",19085,18980,"51599",32936,0.658698599514893,13.758859712452,2.17985204763094e-32,1.41407002329819e-28
"chr16",58058642,58058642,-0.20016956540419,0.20016956540419,74331,367953,367953,1,20,0,0,0.218181818181818,0.023,"MMP15","NM_002428","promoter","promoter",640,NA,NA,NA,10,NA,"+",21522,19095,"4324",28862,-0.344836972320713,-5.77368105432094,2.30959624033275e-08,0.000149823508110386
"chr10",85955302,85955302,-0.200129162782743,0.200129162782743,25145,251424,251424,1,10,0,0,0.218181818181818,0.023,"CDHR1","NM_001171971","inside exon","inside",890,"inside exon",0,2,17,"inside transcription region","+",24964,24515,"92211",58707,-0.125653104841011,-1.99057033714855,0.0476257784163654,1
"chr1",40420299,40420299,0.200092467071562,0.200092467071562,6574,15983,15983,1,16,0,0,0.218181818181818,0.023,"MFSD2A","NM_001136493","promoter","promoter",485,NA,NA,NA,13,NA,"+",13633,13450,"84879",55253,-0.0192892258958123,-0.303210394655369,0.761983724661527,1
"chr16",11367916,11367916,0.200015555724812,0.200015555724812,71359,361321,361321,1,7,0,0,0.218181818181818,0.023,"PRM3","NM_021247","promoter","promoter",464,NA,NA,NA,1,NA,"-",308,308,"58531",41343,-0.392086761244186,-6.69848675496085,1.40244226655621e-10,9.09764298315014e-07
"chr15",67814880,67814880,0.19977646612209,0.19977646612209,66083,348614,348614,1,8,0,0,0.218181818181818,0.023,"C15orf61","NM_001143936","inside intron","inside",1358,"inside intron",-947,1,2,"inside transcription region","+",6119,5296,"145853",8740,0.528430912735518,9.7823032492423,2.53688423631703e-19,1.64567680409886e-15
"chr13",112998887,112998887,-0.199630886958789,0.199630886958789,55548,324304,324304,1,13,0,0,0.218181818181818,0.023,"SPACA7","NM_145248","upstream","upstream",31764,NA,NA,NA,7,NA,"+",58358,58163,"122258",6285,0.553679712404742,10.4496808289814,2.03884231995482e-21,1.32259701295469e-17
"chr5",74533279,74533279,0.199458083110428,0.199458083110428,148346,131299,131299,1,7,0,0,0.218181818181818,0.023,"ANKRD31","NM_001164443","promoter","promoter",576,NA,NA,NA,25,NA,"-",168581,168167,"256006",17963,-0.38620527319144,-6.58023382186275,2.77108782943721e-10,1.79760467495592e-06
"chr1",64668576,64668576,0.199408281145871,0.199408281145871,8681,20835,20835,1,11,0,0,0.218181818181818,0.023,"UBE2U","NM_152489","promoter","promoter",914,NA,NA,NA,9,NA,"+",40537,40082,"148581",9231,-0.49484187063106,-8.94959982212255,8.57533405060284e-17,5.56281919862606e-13
"chr7",99007560,99007560,0.199179404024861,0.199179404024861,173883,198212,198212,1,14,0,0,0.218181818181818,0.023,"BUD31","NM_003910","inside intron","inside",959,"inside intron",96,2,6,"5' UTR","+",10638,8348,"8896",57026,-0.0705125321663107,-1.11095671996753,0.267662898907422,1
"chr6",41473517,41473517,-0.19905709747639,0.19905709747639,159749,165715,165715,1,10,0,0,0.218181818181818,0.023,"FOXP4","NM_001012426","upstream","upstream",40647,NA,NA,NA,17,NA,"+",55958,33175,"116113",5607,0.0031035323277301,0.0487760740929885,0.96113700776652,1
"chr6",106960970,106960970,-0.199011186652268,0.199011186652268,162389,171565,171565,1,11,0,0,0.218181818181818,0.023,"AIM1","NM_001624","inside intron","inside",1665,"inside intron",-55,1,20,"inside transcription region","+",59029,56224,"202",12822,-0.67212362093437,-14.2662023250318,4.04332034239605e-34,2.62290190611232e-30
"chr3",49314920,49314920,0.198962833090937,0.198962833090937,127330,85809,85809,1,12,0,0,0.218181818181818,0.023,"USP4","NM_001251877","inside exon","inside",62616,"inside exon",0,21,21,"3'UTR","-",62959,61731,"7375",48087,-0.64439901445189,-13.2439722553169,1.22393578632629e-30,7.93967144589863e-27
"chr12",123718706,123718706,0.198896252469731,0.198896252469731,49490,310509,310509,1,17,0,0,0.218181818181818,0.023,"C12orf65","NM_001143905","inside intron","inside",415,"inside intron",-264,1,3,"5' UTR","+",24215,3356,"91574",58356,0.164976379515393,2.62882880559064,0.00910298579247837,1
"chr1",61549982,61549982,-0.198860572990783,0.198860572990783,8486,20464,20464,1,22,0,0,0.218181818181818,0.023,"NFIA","NM_001134673","inside intron","inside",2002,"inside intron",-1491,1,11,"inside transcription region","+",380480,372528,"4774",30204,-0.470326353863815,-8.37600132917095,4.08336898962038e-15,2.64888146356674e-11
"chr18",72162699,72162699,0.198766223978761,0.198766223978761,89940,408160,408160,1,11,0,0,0.218181818181818,0.023,"CNDP2","NM_001168499","promoter","promoter",801,NA,NA,NA,3,NA,"+",5207,3717,"55748",37660,-0.718780072382577,-16.2484262598639,6.42431545425503e-41,4.16745343517524e-37
"chr5",133985246,133985246,0.198625326040824,0.198625326040824,150948,136626,136626,1,10,0,0,0.218181818181818,0.023,"SEC24A","NM_001252231","inside intron","inside",771,"inside intron",-382,1,23,"5' UTR","+",79126,58139,"10802",3377,-0.743519801576615,-17.4743348389896,4.090388502881e-45,2.6534350218189e-41
"chr13",43566902,43566902,0.198524059215596,0.198524059215596,52670,318172,318172,1,14,0,0,0.218181818181818,0.023,"EPSTI1","NM_001002264","promoter","promoter",495,NA,NA,NA,13,NA,"-",105883,103915,"94240",59716,0.164509286640379,2.62117854292175,0.00930406118484975,1
"chr11",72145126,72145126,0.198430683660491,0.198430683660491,36561,281309,281309,1,9,0,0,0.218181818181818,0.023,"CLPB","NM_001258392","inside exon","inside",598,"inside exon",0,1,15,"inside transcription region","-",142254,141107,"81570",52631,0.612677537534757,12.1834510917719,4.50005280771382e-27,2.91918425636395e-23
"chr12",77273469,77273469,-0.198106561536544,0.198106561536544,46482,303569,303569,1,9,0,0,0.218181818181818,0.023,"CSRP2","NM_001300965","promoter","promoter",670,NA,NA,NA,6,NA,"-",20303,7308,"1466",8887,0.620696321607149,12.4418023499609,6.17049090097673e-28,4.0027974474636e-24
"chr3",57199792,57199792,0.198093714514289,0.198093714514289,128170,87902,87902,1,8,0,0,0.218181818181818,0.023,"IL17RD","NM_017563","inside intron","inside",4539,"inside intron",4468,1,12,"5' UTR","-",72830,12165,"54756",34903,0.00477081519772772,0.0749800996307937,0.940290991497462,1
"chr8",99962347,99962347,-0.197906189571062,0.197906189571062,184915,222856,222856,1,18,0,0,0.218181818181818,0.023,"OSR2","NM_001142462","inside intron","inside",5716,"inside intron",-510,3,5,"inside transcription region","+",7695,3528,"116039",5588,-0.656743401894959,-13.6869639395025,3.83039255068119e-32,2.48477564762689e-28
"chr2",241496830,241496830,-0.197854007750506,0.197854007750506,114821,77631,77631,1,11,0,0,0.218181818181818,0.023,"ANKMY1","NM_001282771","inside intron","inside",3445,"inside intron",-2357,2,3,"5' UTR","-",8109,2095,"51281",32180,0.399104480566794,6.84085717962339,6.11294751608964e-11,3.96546905368735e-07
"chr2",219646114,219646114,0.197822760374075,0.197822760374075,112634,72680,72680,1,8,0,0,0.218181818181818,0.023,"CYP27A1","NM_000784","promoter","promoter",358,NA,NA,NA,9,NA,"+",33544,32847,"1593",10409,-0.350906825060153,-5.88944096212593,1.25481053267679e-08,8.13995592547433e-05
"chr3",169900020,169900020,0.197813949900782,0.197813949900782,133571,98777,98777,1,7,0,0,0.218181818181818,0.023,"PHC3","NM_024947","promoter","promoter",483,NA,NA,NA,15,NA,"-",94169,84485,"80012",51414,-0.627591108048369,-12.6690072030677,1.06705537243238e-28,6.92198820096886e-25
